sentence,label
"feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark",1
the film is so packed with subplots involving the various silbersteins that it feels more like the pilot episode of a tv series than a feature film .,0
out by an adult who 's apparently been forced by his kids to watch too many barney videos,0
the scruffy sands of its titular community,0
"considering that baird is a former film editor , the movie is rather choppy .",0
being insightful,1
"young hanks and fisk , who vaguely resemble their celebrity parents , bring fresh good looks and an ease in front of the camera to the work .",1
damn unpleasant,0
but tongue-in-cheek preposterousness has always been part of for the most part wilde 's droll whimsy helps `` being earnest '' overcome its weaknesses and parker 's creative interference ...,1
the extravagant confidence,1
"the story has its redundancies , and the young actors , not very experienced , are sometimes inexpressive",0
joyous communal festival,1
ignites,1
surprisingly short of both adventure and song,0
like an unbalanced mixture of graphic combat footage and almost saccharine domestic interludes that are pure hollywood .,0
rare film,1
genuinely pretty,1
as well as rank frustration from those in the know about rubbo 's dumbed-down tactics,0
it 's all bluster -- in the end it 's as sweet as greenfingers,1
"like a temperamental child begging for attention , giving audiences no reason to truly care for its decrepit freaks beyond the promise of a reprieve from their incessant whining",0
marginal characters,0
"'s dull , spiritless , silly and monotonous : an ultra-loud blast of pointless mayhem , going nowhere fast",0
does n't really add up to much .,0
is generally quite funny .,1
there 's not a comedic moment in this romantic comedy .,0
does cathartic truth telling,1
"is a loose collection of not-so-funny gags , scattered moments of lazy humor",0
ramsay is clearly extraordinarily talented,1
"a jumbled fantasy comedy that did not figure out a coherent game plan at scripting , shooting or post-production stages .",0
shoplifts shamelessly,0
", comedy and romance",1
"it is very difficult to care about the character ,",0
mid-to-low budget,0
sit through than this hastily dubbed disaster,0
a remake by the numbers,0
amuse even,1
thoughtful and unflinching examination,1
by a failure,0
the soggy performances,0
see this unique and entertaining twist on the classic whale 's tale,1
it 's an enjoyable trifle nonetheless,1
fascinating profile,1
xxx is a blast of adrenalin,1
is n't the most edgy piece of disney animation,0
the leanest and meanest of solondz 's misanthropic comedies,1
for what we can get on television for free,0
", but thanks to the gorgeous locales and exceptional lead performances",1
of his character,1
a unique culture that is presented with universal appeal,1
starts promisingly,1
from cowering poverty to courage and happiness,1
that 's what i liked about it -- the real issues tucked between the silly and crude storyline,1
picture that illustrates an american tragedy,1
"there 's a delightfully quirky movie to be made from curling ,",1
ages-old slapstick and unfunny tricks,0
overcome blah characters,1
of major acting lessons and maybe a little coffee,0
tragically,0
a charismatic charmer likely to seduce and conquer,1
"to inject some real vitality and even art into a pulpy concept that , in many other hands would be completely forgettable",1
so watchable,1
reassembled from the cutting-room floor of any given daytime soap,0
wilco fans will have a great time,1
wit and compassion,1
", the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama",1
a rerun,0
sweetly conspiratorial,1
consistently sensitive,1
"fails in making this character understandable , in getting under her skin , in exploring motivation ... well before the end , the film grows as dull as its characters , about whose fate it is hard to care .",0
tacky and reprehensible,0
daring and verve,1
action-packed film,1
needlessly,0
they help increase an average student 's self-esteem,1
all the complexity and realistic human behavior of an episode of general hospital,0
have one saving grace,1
all seemed wasted like deniro 's once promising career and the once grand long beach boardwalk .,0
allows the characters to inhabit their world without cleaving to a narrative arc,1
gutsy and perfectly,1
that the german film industry can not make a delightful comedy centering on food,0
but no-nonsense human beings they are and for the still-inestimable contribution they have made to our shared history,1
a true adaptation,1
of the most high-concept sci fi adventures attempted for the screen,1
", crisp storytelling",1
the plot is both contrived and cliched,0
between flaccid satire and what,1
"stays in formula -- which is a waste of de niro , mcdormand and the other good actors in the cast",0
but it also does the absolute last thing we need hollywood doing to us :,0
screenplay or,1
"director george hickenlooper has had some success with documentaries ,",1
"'s really little more than a particularly slanted , gay s/m fantasy , enervating and deadeningly drawn-out .",0
memorable for a peculiar malaise that renders its tension flaccid and,0
shock-you-into-laughter,1
co-stars,1
"to stodgy , soap opera-ish dialogue",0
fishy,0
past a child 's interest and an adult 's patience,0
cheat,0
"style , structure and rhythms are so integrated with the story",1
has some of the best special effects ever,1
it 's also disappointing to a certain degree .,0
screams,0
do n't need to try very hard,0
"captures the intended , er , spirit of the piece",1
well-done supernatural thriller with keen insights,1
", state property does n't end up being very inspiring or insightful .",0
intacto 's luckiest stroke,1
slimed,0
major pleasures from portuguese master manoel de oliviera,1
's yet another cool crime movie that actually manages to bring something new into the mix,1
